Employee_ID,Full_Name,Gender,Age,Marital_Status,Number_of_Dependents,State_of_Origin,Education_Level,Department,Job_Title,Job_Level,Employment_Type,Work_Location,Hire_Date,Years_of_Service,Monthly_Salary_NGN,Performance_Rating,Job_Satisfaction_Score,Employee_Engagement_Score,Training_Hours_Per_Year,Overtime_Flag,Absences_Per_Year,Years_Since_Last_Promotion,Attrition
EMP12349,Zainab Nwosu,Male,41,Married,4,Abuja,M.Sc/MBA,Operations,Operations Officer,Mid,Part-Time,On-site,2022-03-08,2.8," 335,527 ",Exceeds Expectations,2,4,30,No,6,10,No
EMP98703,Emeka Musa,Male,37,Single,2,Ogun,B.Sc/B.A,Customer Service,Customer Success Manager,Manager,Contract,On-site,2016-05-21,8.6," 557,084 ",Exceeds Expectations,1,1,31,No,2,3,No
EMP10541,Femi Oduya,Female,39,Divorced,0,Kaduna,M.Sc/MBA,Operations,Procurement Officer,Mid,Contract,Hybrid,2012-03-29,12.8," 150,601 ",Meets Expectations,4,4,40,Yes,2,0,No
EMP92142,Obinna Obi,Male,22,Single,3,Kano,M.Sc/MBA,Technology,DevOps Engineer,Mid,Full-Time,Hybrid,2011-09-04,13.3," 400,153 ",Meets Expectations,3,3,28,No,0,1,No
EMP42614,Uche Usman,Male,35,Single,4,Ogun,M.Sc/MBA,Marketing,Content Strategist,Mid,Full-Time,On-site,2012-11-16,12.1," 531,782 ",Meets Expectations,4,3,40,Yes,2,0,No
EMP39658,Musa Adeleke,Male,22,Married,2,Anambra,B.Sc/B.A,Finance,Auditor,Mid,Full-Time,On-site,2014-08-06,10.4," 2,142,383 ",Unsatisfactory,4,5,16,No,0,2,Yes
EMP55135,Bola Salami,Male,34,Married,4,Rivers,HND,Marketing,Digital Marketing Analyst,Mid,Contract,Hybrid,2021-10-23,3.2," 504,914 ",Below Expectations,5,4,8,No,2,0,Yes
EMP50907,Bola Usman,Male,54,Married,1,Abuja,M.Sc/MBA,Customer Service,Call Centre Agent,Junior,Full-Time,On-site,2015-12-25,9," 368,538 ",Meets Expectations,4,3,46,Yes,4,0,Yes
EMP26900,Ibrahim Bello,Female,30,Married,2,Delta,M.Sc/MBA,Technology,Software Engineer,Mid,Intern,Hybrid,2017-02-01,7.9," 172,311 ",Unsatisfactory,4,1,19,No,4,2,No
EMP23463,Femi Garba,Female,36,Married,4,Lagos,HND,Human Resources,Compensation Analyst,Mid,Full-Time,Remote,2017-09-27,7.3," 5,482,687 ",Exceeds Expectations,4,3,25,No,1,1,No
EMP60273,Chukwu Bello,Female,37,Single,3,Oyo,HND,Human Resources,HR Business Partner,Mid,Part-Time,Hybrid,2021-12-24,3," 2,090,349 ",Exceptional,4,5,14,Yes,0,0,No
EMP75974,Hauwa Sule,male,29,Single,2,Abuja,HND,Sales,Account Manager,Manager,Full-Time,Remote,2010-02-13,14.9," 452,128 ",Meets Expectations,1,4,9,Yes,2,3,No
EMP87159,Bola Salami,Male,32,Divorced,2,Oyo,B.Sc/B.A,Marketing,Marketing Coordinator,Junior,Full-Time,On-site,2021-12-11,3.1," 2,158,133 ",Unsatisfactory,4,3,26,No,1,9,No
EMP50124,Yemi Okafor,Female,25,Married,4,Abuja,B.Sc/B.A,Finance,Budget Officer,Mid,Full-Time,Hybrid,2011-08-12,13.4," 384,289 ",Meets Expectations,4,1,24,No,4,3,No
EMP31892,Funmi Nwosu,Male,47,Single,2,Enugu,PGD,Operations,Logistics Coordinator,Junior,Full-Time,Hybrid,2021-08-20,3.4," 549,250 ",Meets Expectations,4,5,18,Yes,3,2,No
EMP18558,Amaka Yakubu,Female,26,Widowed,3,Lagos,B.Sc/B.A,Technology,DevOps Engineer,Mid,Contract,On-site,2021-11-07,3.1," 353,860 ",Exceeds Expectations,4,4,31,Yes,2,1,No
EMP49086,Lawal Oduya,Male,29,Single,0,Rivers,B.Sc/B.A,Technology,Systems Administrator,Mid,Part-Time,On-site,2019-11-30,5.1," 370,245 ",Exceeds Expectations,5,3,39,No,1,0,Yes
EMP48120,Nnamdi Okonkwo,Male,32,Single,4,Rivers,Ph.D,Technology,Data Analyst,Mid,Full-Time,On-site,2022-11-11,2.1," 674,275 ",Exceeds Expectations,2,3,44,Yes,2,5,No
EMP69760,Sade Okafor,Female,34,Single,0,Abuja,HND,Sales,Account Manager,Manager,Intern,On-site,2014-08-15,10.4," 579,858 ",Meets Expectations,5,4,37,No,7,10,No
EMP78196,Lawal Babatunde,Male,43,Single,2,Lagos,B.Sc/B.A,Operations,Supply Chain Analyst,Mid,Part-Time,On-site,2021-08-21,3.4," 522,655 ",Below Expectations,2,2,30,No,1,1,Yes
EMP88168,Lawal Yakubu,Female,22,Married,0,Abuja,B.Sc/B.A,Operations,Logistics Coordinator,Junior,Full-Time,Hybrid,2010-12-12,14.1," 693,560 ",Exceeds Expectations,3,5,39,Yes,8,4,No
EMP78698,Dayo Nwosu,Male,23,Married,1,Lagos,HND,Executive,Chief Executive Officer,Executive,Full-Time,Hybrid,2022-01-20,2.9," 671,500 ",Below Expectations,4,5,32,No,2,1,Yes
EMP54281,Femi Usman,Male,34,Married,1,Abuja,B.Sc/B.A,Technology,Software Engineer,Mid,Part-Time,Hybrid,2019-03-10,5.8," 194,170 ",Below Expectations,3,2,12,No,4,0,No
EMP66842,Fatima Olawale,Female,29,Married,1,Abuja,B.Sc/B.A,Human Resources,Learning & Development Officer,Mid,Full-Time,Hybrid,2017-09-22,7.3," 381,563 ",Meets Expectations,4,5,22,No,2,0,No
EMP27537,Lawal Oduya,Male,41,Married,3,Abuja,M.Sc/MBA,Finance,Accountant,Mid,Contract,Hybrid,2022-11-16,2.1," 451,122 ",Exceeds Expectations,5,3,25,No,4,0,No
EMP54923,Aisha Babatunde,Male,42,Single,3,Abuja,B.Sc/B.A,Finance,Budget Officer,Mid,Full-Time,Hybrid,2014-11-15,10.1," 524,389 ",Meets Expectations,2,4,32,No,8,0,No
EMP74249,Amara Adeyemi,Female,37,Married,2,Abuja,HND,Sales,Account Manager,Manager,Part-Time,Remote,2011-01-06,14," 578,283 ",Meets Expectations,2,5,19,No,0,1,No
EMP57088,Amaka Hassan,Male,53,Single,0,Delta,B.Sc/B.A,Executive,General Manager,Manager,Full-Time,On-site,2018-01-03,7," 632,585 ",Meets Expectations,4,3,35,Yes,1,4,No
EMP34698,Lawal Yakubu,Female,33,Single,2,Lagos,B.Sc/B.A,Sales,Regional Sales Manager,Manager,Full-Time,Hybrid,2022-11-02,2.2," 590,049 ",Below Expectations,4,5,12,Yes,0,1,Yes
EMP31612,Aisha Chukwuemeka,Female,44,Married,4,Lagos,B.Sc/B.A,Operations,Procurement Officer,Mid,Intern,On-site,2016-12-15,8," 1,295,200 ",Exceeds Expectations,4,2,30,No,1,2,No
EMP12507,Ifeoma Babatunde,Female,31,Married,1,Lagos,HND,Customer Service,Customer Service Representative,Junior,Full-Time,Hybrid,2016-04-22,8.7," 330,706 ",Exceptional,3,3,22,No,15,0,No
EMP39940,Chidi Nwosu,Male,33,Married,3,Lagos,B.Sc/B.A,Finance,Budget Officer,Mid,Full-Time,Remote,2010-12-04,14.1," 200,464 ",Exceeds Expectations,2,5,24,Yes,0,0,No
EMP39403,Tope Babatunde,Female,42,Married,3,Lagos,HND,Human Resources,Learning & Development Officer,Mid,Full-Time,On-site,2010-05-29,14.6," 232,797 ",Meets Expectations,4,4,15,Yes,1,0,No
EMP27198,Yemi Yakubu,Male,34,Single,1,Rivers,B.Sc/B.A,Operations,Supply Chain Analyst,Mid,Full-Time,Hybrid,2018-02-19,6.9," 402,164 ",Unsatisfactory,3,4,29,No,4,0,Yes
EMP37682,Fatima Usman,Female,26,Married,2,Oyo,PGD,Engineering,Electrical Engineer,Mid,Full-Time,On-site,2018-01-30,6.9," 510,697 ",Meets Expectations,4,4,27,Yes,3,2,Yes
EMP87293,Ife Okafor,Male,38,Married,3,Abuja,B.Sc/B.A,Operations,Supply Chain Analyst,Mid,Full-Time,Remote,2021-05-04,3.7," 686,491 ",Meets Expectations,5,4,34,No,0,5,No
EMP76144,Adaeze Okonkwo,Female,33,Married,2,Enugu,HND,Technology,Data Analyst,Mid,Part-Time,Hybrid,2015-12-12,9.1," 155,781 ",Below Expectations,2,3,3,No,3,0,Yes
EMP32150,Sade Musa,Male,33,Married,2,Lagos,HND,Finance,Accountant,Mid,Full-Time,On-site,2020-09-09,4.3," 689,310 ",Exceeds Expectations,2,5,47,No,8,3,No
EMP26144,Ibrahim Obi,Female,36,Married,2,Kaduna,M.Sc/MBA,Engineering,Quality Assurance Engineer,Mid,Full-Time,On-site,2019-07-13,5.5," 667,955 ",Below Expectations,5,3,23,No,0,10,Yes
EMP58050,Uche Okonkwo,Male,34,Married,2,Abuja,HND,Marketing,Digital Marketing Analyst,Mid,Full-Time,On-site,2011-08-18,13.4," 290,892 ",Unsatisfactory,4,1,19,No,2,2,No
EMP14898,Seun Salami,Male,36,Single,2,Ogun,HND,Marketing,Digital Marketing Analyst,Mid,Full-Time,Remote,2019-05-25,5.6," 566,344 ",Meets Expectations,2,5,5,Yes,1,1,No
EMP59178,Aisha Eze,Female,39,Married,3,Rivers,HND,Customer Service,Customer Service Representative,Junior,Full-Time,On-site,2010-01-22,14.9," 674,648 ",Below Expectations,4,3,17,Yes,8,0,No
EMP93929,Kemi Adeleke,Male,34,Divorced,1,Lagos,M.Sc/MBA,Marketing,Brand Manager,Manager,Full-Time,On-site,2016-05-24,8.6," 697,017 ",Meets Expectations,3,3,9,Yes,1,7,No
EMP43527,Ngozi Nwachukwu,Male,29,Married,1,Oyo,B.Sc/B.A,Engineering,Quality Assurance Engineer,Mid,Full-Time,On-site,2017-05-31,7.6," 1,533,641 ",Below Expectations,5,5,12,Yes,1,2,Yes
EMP80089,Hauwa Usman,Male,34,Single,2,Rivers,B.Sc/B.A,Marketing,Brand Manager,Manager,Full-Time,On-site,2021-07-13,3.5," 438,784 ",Meets Expectations,4,3,27,No,0,2,No
EMP91676,Musa Salami,Male,40,Single,2,Oyo,M.Sc/MBA,Finance,Auditor,Mid,Full-Time,Hybrid,2013-10-15,11.2," 642,222 ",Meets Expectations,3,3,22,No,4,0,No
EMP16369,Tunde Adeyemi,Female,28,Single,0,Lagos,B.Sc/B.A,Finance,Auditor,Mid,Full-Time,On-site,2023-12-18,1," 477,668 ",Unsatisfactory,4,4,7,No,1,0,No
EMP87847,Ngozi Sule,Female,34,Married,3,Rivers,B.Sc/B.A,Customer Service,Client Relations Officer,Mid,Full-Time,On-site,2022-03-17,2.8," 1,224,059 ",Meets Expectations,5,3,15,No,2,2,No
EMP16287,Emeka Adeleke,Male,40,Divorced,2,Delta,M.Sc/MBA,Technology,Systems Administrator,Mid,Full-Time,On-site,2015-02-14,9.9," 207,860 ",Exceeds Expectations,3,4,8,Yes,1,4,Yes
EMP96766,Adaeze Babatunde,Female,29,Married,1,Anambra,B.Sc/B.A,Engineering,Mechanical Engineer,Mid,Intern,On-site,2018-01-24,6.9," 203,427 ",Below Expectations,4,2,42,No,10,1,No
EMP24171,Funmi Yakubu,Male,42,Married,1,Abuja,M.Sc/MBA,Engineering,Civil Engineer,Mid,Intern,On-site,2018-11-09,6.1," 400,748 ",Unsatisfactory,4,3,13,Yes,4,7,No
EMP95665,Chidi Salami,Female,36,Widowed,4,Lagos,B.Sc/B.A,Technology,DevOps Engineer,Mid,Contract,Remote,2023-12-07,1.1," 649,021 ",Meets Expectations,3,5,25,No,0,0,No
EMP12588,Ngozi Musa,Female,28,,0,Ogun,B.Sc/B.A,Marketing,Digital Marketing Analyst,Mid,Full-Time,On-site,2010-12-30,14," 324,546 ",Below Expectations,,3,,Yes,9,1,No
EMP16323,Aisha Hassan,Male,30,Married,4,Anambra,HND,Human Resources,HR Officer,Mid,Contract,On-site,2017-08-23,7.4," 544,011 ",Below Expectations,4,5,26,No,3,5,No
EMP25177,Tope Eze,Male,41,Married,1,Anambra,B.Sc/B.A,Marketing,Marketing Coordinator,Junior,Contract,On-site,2018-11-21,6.1," 5,517,457 ",Meets Expectations,5,4,24,No,0,0,Yes
EMP68238,Funmi Nwosu,Male,29,,2,Abuja,PGD,Finance,Financial Analyst,Mid,Full-Time,On-site,2012-02-19,12.9," 380,231 ",Unsatisfactory,,2,,No,2,1,No
EMP59841,Hauwa Sule,Male,36,Single,1,Lagos,B.Sc/B.A,Legal & Compliance,Compliance Analyst,Mid,Part-Time,Remote,2011-08-18,13.4," 660,168 ",Below Expectations,3,4,2,No,3,7,No
EMP81734,Ngozi Musa,Male,35,Single,2,Kano,B.Sc/B.A,Customer Service,Customer Service Representative,Junior,Full-Time,On-site,2021-11-14,3.1," 866,132 ",Exceeds Expectations,5,3,40,No,2,2,No
EMP43127,Tope Okafor,Female,38,Married,1,Anambra,Ph.D,Marketing,Marketing Coordinator,Junior,Full-Time,On-site,2023-06-14,1.5," 454,252 ",Below Expectations,2,5,52,Yes,0,0,No
EMP72181,Musa Adeleke,Male,33,Married,4,Enugu,B.Sc/B.A,Technology,Data Analyst,Mid,Contract,Hybrid,2020-02-22,4.9," 674,429 ",Meets Expectations,4,4,16,No,4,1,No
EMP30071,Funmi Salami,Male,29,,2,Rivers,B.Sc/B.A,Sales,Sales Coordinator,Junior,Full-Time,On-site,2023-05-22,1.6," 629,391 ",Exceeds Expectations,,4,,No,12,0,No
EMP36935,Adaeze Nwachukwu,Male,32,Married,0,Kano,M.Sc/MBA,Customer Service,Customer Success Manager,Manager,Full-Time,On-site,2011-07-05,13.5," 372,105 ",Meets Expectations,3,3,28,No,0,0,No
EMP99882,Ife Abiodun,Female,45,Single,2,Ogun,M.Sc/MBA,Customer Service,Customer Service Representative,Junior,Full-Time,Hybrid,2012-12-13,12," 417,048 ",Meets Expectations,4,5,18,No,3,0,No
EMP92617,Lawal Garba,Male,39,Married,2,Lagos,M.Sc/MBA,Engineering,Project Engineer,Mid,Full-Time,Hybrid,2016-03-05,8.8," 358,248 ",Meets Expectations,4,2,21,Yes,2,0,No
EMP11220,Emeka Musa,Female,37,Married,0,Rivers,B.Sc/B.A,Finance,Auditor,Mid,Full-Time,Hybrid,2010-06-14,14.5," 1,772,784 ",Exceeds Expectations,4,3,17,No,16,1,No
EMP49468,Uche Yakubu,Female,43,Married,4,Abuja,HND,Finance,Budget Officer,Mid,Contract,Remote,2016-06-20,8.5," 648,042 ",Meets Expectations,3,4,7,No,14,3,No
EMP65165,Amara Musa,Male,36,Single,1,Lagos,PGD,Finance,Accountant,Mid,Part-Time,On-site,2022-12-21,2," 2,009,570 ",Meets Expectations,4,3,42,No,7,1,No
EMP96726,Yemi Adeleke,Male,38,Married,4,Ogun,B.Sc/B.A,Engineering,Quality Assurance Engineer,Mid,Full-Time,On-site,2022-07-04,2.5," 690,953 ",Meets Expectations,2,4,50,No,8,1,No
EMP23236,Ngozi Nwachukwu,Female,32,Married,2,Lagos,HND,Engineering,Project Engineer,Mid,Full-Time,On-site,2022-01-05,3," 476,548 ",Meets Expectations,4,4,6,No,2,5,No
EMP96833,Ngozi Chukwuemeka,Female,41,Married,1,Anambra,B.Sc/B.A,Sales,Sales Coordinator,Junior,Contract,Hybrid,2023-08-03,1.4," 1,510,230 ",Below Expectations,3,3,28,No,9,2,Yes
EMP78198,Kemi Abiodun,Male,34,Married,0,Ogun,M.Sc/MBA,Marketing,Brand Manager,Manager,Full-Time,Remote,2021-11-03,3.2," 546,132 ",Meets Expectations,4,5,20,Yes,0,2,No
EMP45387,Obinna Salami,Female,30,Married,3,Ogun,M.Sc/MBA,Engineering,Electrical Engineer,Mid,Full-Time,Hybrid,2013-04-15,11.7," 410,189 ",Meets Expectations,3,3,51,No,3,0,No
EMP91632,Chidi Okonkwo,Female,34,Married,1,Abuja,B.Sc/B.A,Human Resources,Recruitment Specialist,Mid,Full-Time,On-site,2010-03-21,14.8," 7,829,698 ",Exceeds Expectations,2,3,0,No,1,4,No
EMP89382,Dayo Oduya,Male,41,Married,3,Lagos,B.Sc/B.A,Technology,DevOps Engineer,Mid,Contract,On-site,2018-05-25,6.6," 287,286 ",Below Expectations,4,4,24,Yes,2,0,No
EMP27979,Chukwu Yakubu,Female,33,Married,3,Ogun,HND,Legal & Compliance,Company Secretary,Mid,Full-Time,Hybrid,2014-03-02,10.8," 2,380,190 ",Meets Expectations,3,5,12,No,3,2,No
EMP64897,Ngozi Babatunde,Male,38,Married,2,Lagos,B.Sc/B.A,Customer Service,Call Centre Agent,Junior,Full-Time,On-site,2014-05-09,10.6," 549,163 ",Meets Expectations,2,5,23,No,8,0,No
EMP23752,Sade Olawale,Female,43,Married,2,Rivers,B.Sc/B.A,Technology,IT Support,Mid,Full-Time,Hybrid,2011-01-27,13.9," 152,750 ",Below Expectations,5,4,43,No,0,0,No
EMP77055,Nnamdi Salami,Female,47,Single,2,Kano,B.Sc/B.A,Legal & Compliance,Company Secretary,Mid,Full-Time,On-site,2016-05-27,8.6," 281,527 ",Meets Expectations,4,4,52,No,11,1,No
EMP90963,Funmi Hassan,Male,35,Divorced,2,Lagos,B.Sc/B.A,Sales,Business Development Officer,Mid,Full-Time,Hybrid,2018-05-30,6.6," 1,964,807 ",Meets Expectations,3,2,27,Yes,10,2,No
EMP25432,Ife Babatunde,Female,46,Married,0,Rivers,B.Sc/B.A,Finance,Budget Officer,Mid,Contract,On-site,2012-08-16,12.4," 637,932 ",Below Expectations,2,4,14,No,0,3,No
EMP47055,Sade Okonkwo,Male,37,Widowed,2,Kano,B.Sc/B.A,Finance,Treasury Officer,Mid,Full-Time,On-site,2023-08-19,1.4," 2,286,163 ",Meets Expectations,1,4,33,No,12,0,No
EMP24944,Nnamdi Usman,Female,25,Single,0,Lagos,HND,Technology,Software Engineer,Mid,Full-Time,On-site,2023-06-21,1.5," 471,163 ",Meets Expectations,3,5,13,No,2,2,No
EMP23929,Amaka Chukwuemeka,Female,33,Single,1,Rivers,M.Sc/MBA,Technology,Systems Administrator,Mid,Contract,Hybrid,2022-10-31,2.2," 375,538 ",Below Expectations,2,4,40,No,7,1,No
EMP75240,Ngozi Garba,Female,33,Married,4,Ogun,HND,Customer Service,Customer Service Representative,Junior,Contract,On-site,2012-05-24,12.6," 411,329 ",Exceeds Expectations,2,2,41,No,2,2,Yes
EMP36038,Nneka Usman,Male,28,Single,3,Ogun,M.Sc/MBA,Sales,Sales Executive,Executive,Contract,Hybrid,2015-03-26,9.8," 685,767 ",Meets Expectations,4,3,40,No,9,9,No
EMP89824,Nneka Salami,Male,29,Married,0,Kano,Ph.D,Operations,Operations Officer,Mid,Full-Time,Remote,2022-11-01,2.2," 535,812 ",Below Expectations,2,3,16,No,2,0,Yes
EMP36182,Tope Yakubu,Male,41,Single,1,Kano,B.Sc/B.A,Customer Service,Customer Service Representative,Junior,Full-Time,On-site,2018-03-08,6.8," 490,791 ",Exceptional,4,3,17,Yes,2,1,No
EMP44472,Emeka Bello,Female,24,Married,1,Rivers,B.Sc/B.A,Technology,Software Engineer,Mid,Full-Time,Hybrid,2013-08-11,11.4," 203,868 ",Meets Expectations,3,4,28,No,0,1,Yes
EMP78570,Bola Garba,Female,42,Married,2,Lagos,B.Sc/B.A,Technology,Software Engineer,Mid,Full-Time,Hybrid,2012-08-03,12.4," 387,152 ",Meets Expectations,3,5,9,No,1,0,No
EMP36434,Uche Chukwuemeka,Male,39,Widowed,2,Kaduna,B.Sc/B.A,Sales,Account Manager,Manager,Full-Time,On-site,2017-07-20,7.4," 668,643 ",Meets Expectations,4,3,7,No,0,2,No
EMP56914,Ibrahim Garba,Male,28,Single,2,Lagos,B.Sc/B.A,Human Resources,Recruitment Specialist,Mid,Contract,On-site,2020-12-25,4," 606,318 ",Exceeds Expectations,2,5,37,No,11,7,Yes
EMP63708,Uche Lawal,Female,40,Married,2,Lagos,PGD,Finance,Auditor,Mid,Full-Time,On-site,2019-06-25,5.5," 153,669 ",Meets Expectations,5,1,16,No,14,1,No
EMP48713,Lawal Obi,Female,39,Single,3,Abuja,B.Sc/B.A,Finance,Treasury Officer,Mid,Full-Time,On-site,2010-03-10,14.8," 658,938 ",Exceeds Expectations,4,4,32,No,6,0,No
EMP31021,Ifeoma Garba,Male,32,Married,2,Rivers,PGD,Customer Service,Customer Success Manager,Manager,Full-Time,On-site,2015-03-14,9.8," 690,910 ",Meets Expectations,4,5,11,No,2,2,No
EMP15165,Hauwa Okafor,Male,27,Married,0,Lagos,B.Sc/B.A,Legal & Compliance,Company Secretary,Mid,Full-Time,On-site,2021-05-08,3.6," 647,147 ",Unsatisfactory,3,4,27,Yes,4,8,No
EMP81846,Ibrahim Nwachukwu,Male,31,Married,1,Anambra,HND,Finance,Accountant,Mid,Full-Time,Hybrid,2023-02-13,1.9," 649,910 ",Meets Expectations,5,4,9,No,1,1,No
EMP75059,Chioma Garba,Male,23,Single,0,Abuja,HND,Human Resources,Recruitment Specialist,Mid,Full-Time,On-site,2023-03-07,1.8," 650,230 ",Below Expectations,1,4,26,No,6,8,No
EMP37223,Ife Obi,Male,42,Single,1,Abuja,B.Sc/B.A,Technology,Software Engineer,Mid,Full-Time,Hybrid,2021-05-25,3.6," 424,680 ",Meets Expectations,5,3,10,No,10,2,No
EMP73002,Kemi Adeyemi,Male,38,Married,0,Oyo,M.Sc/MBA,Technology,Systems Administrator,Mid,Full-Time,On-site,2014-11-16,10.1," 399,013 ",Exceptional,4,4,53,No,1,2,Yes
EMP53333,Sade Nwosu,Male,25,Widowed,1,Kaduna,M.Sc/MBA,Engineering,Civil Engineer,Mid,Full-Time,Hybrid,2012-08-06,12.4," 466,759 ",Meets Expectations,3,5,27,Yes,3,0,No
EMP40738,Zainab Musa,Female,22,Single,0,Kano,B.Sc/B.A,Operations,Operations Manager,Manager,Full-Time,On-site,2020-10-30,4.2," 576,070 ",Meets Expectations,4,2,13,Yes,2,8,No
EMP10359,Funmi Bello,Female,43,Divorced,3,Enugu,M.Sc/MBA,Operations,Procurement Officer,Mid,Full-Time,On-site,2023-06-17,1.5," 1,755,666 ",Unsatisfactory,3,5,14,Yes,2,2,No
EMP11672,Dayo Olawale,Female,31,Single,1,Oyo,B.Sc/B.A,Sales,Business Development Officer,Mid,Full-Time,On-site,2010-04-20,14.7," 634,543 ",Meets Expectations,3,4,0,Yes,0,0,Yes
EMP98033,Fatima Hassan,Male,41,Single,1,Lagos,B.Sc/B.A,Finance,Financial Analyst,Mid,Full-Time,On-site,2023-06-24,1.5," 1,836,429 ",Exceptional,3,3,32,No,2,0,No
EMP21666,Biodun Lawal,Female,39,Single,3,Lagos,B.Sc/B.A,Engineering,Mechanical Engineer,Mid,Full-Time,On-site,2014-09-24,10.3," 517,464 ",Meets Expectations,4,5,15,Yes,0,0,Yes
EMP24475,Dayo Sule,Female,30,Married,2,Ogun,B.Sc/B.A,Operations,Operations Manager,Manager,Full-Time,On-site,2021-12-23,3," 550,345 ",Below Expectations,4,5,30,Yes,4,2,No
EMP85256,Ibrahim Okafor,Female,40,Divorced,4,Ogun,M.Sc/MBA,Finance,Financial Analyst,Mid,Part-Time,Remote,2021-12-23,3," 619,183 ",Meets Expectations,3,2,22,No,5,0,No
EMP97691,Musa Okafor,Female,40,Married,1,Abuja,B.Sc/B.A,Engineering,Civil Engineer,Mid,Full-Time,On-site,2011-11-15,13.1," 604,156 ",Exceeds Expectations,3,3,27,No,5,4,No
EMP74764,Lawal Sule,Male,36,Married,2,Delta,PGD,Technology,Software Engineer,Mid,Full-Time,On-site,2021-04-17,3.7," 5,899,725 ",Meets Expectations,3,4,15,No,3,0,No
EMP29549,Ifeoma Yakubu,Male,31,Married,2,Oyo,M.Sc/MBA,Finance,Auditor,Mid,Full-Time,On-site,2020-05-10,4.6," 562,396 ",Meets Expectations,3,4,17,Yes,2,0,Yes
EMP21808,Chukwu Adeleke,Male,31,Single,1,Rivers,PGD,Sales,Sales Coordinator,Junior,Full-Time,On-site,2017-10-17,7.2," 1,240,978 ",Meets Expectations,4,5,6,No,3,3,No
EMP77071,Sade Chukwuemeka,Male,33,Married,2,Oyo,B.Sc/B.A,Legal & Compliance,Legal Officer,Mid,Full-Time,On-site,2013-11-04,11.2," 671,539 ",Below Expectations,2,3,15,Yes,5,0,No
EMP19837,Ibrahim Musa,Male,33,Married,2,Oyo,M.Sc/MBA,Sales,Business Development Officer,Mid,Full-Time,On-site,2021-10-05,3.2," 1,354,032 ",Meets Expectations,5,2,32,Yes,6,3,No
EMP23277,Adaeze Nwosu,Female,38,Divorced,2,Lagos,HND,Sales,Regional Sales Manager,Manager,Full-Time,On-site,2022-06-25,2.5," 503,754 ",Meets Expectations,2,4,25,No,6,1,No
EMP43541,Aisha Garba,Female,30,Married,2,Lagos,M.Sc/MBA,Sales,Regional Sales Manager,Manager,Full-Time,On-site,2013-01-13,12," 345,523 ",Exceeds Expectations,2,1,32,No,4,0,Yes
EMP94455,Amaka Salami,Female,28,Single,2,Kano,HND,Customer Service,Customer Success Manager,Manager,Full-Time,Hybrid,2019-06-04,5.6," 2,099,842 ",Exceeds Expectations,3,4,11,No,8,2,No
EMP40299,Lawal Okonkwo,Female,35,Single,0,Ogun,M.Sc/MBA,Marketing,Brand Manager,Manager,Full-Time,Hybrid,2021-07-14,3.5," 694,750 ",Meets Expectations,3,3,39,Yes,0,2,No
EMP69868,Ifeoma Okafor,Female,26,Married,3,Abujja,HND,Operations,Procurement Officer,Mid,Full-Time,On-site,2012-12-12,12.1," 244,844 ",Meets Expectations,4,4,15,No,4,1,No
EMP48801,Dayo Adeyemi,Female,38,Married,2,Abuja,B.Sc/B.A,Customer Service,Customer Service Representative,Junior,Full-Time,Hybrid,2018-07-28,6.4," 502,539 ",Exceeds Expectations,2,5,33,No,16,0,No
EMP44620,Tunde Eze,Male,40,Married,3,Enugu,HND,Sales,Regional Sales Manager,Manager,Full-Time,On-site,2020-11-23,4.1," 699,434 ",Meets Expectations,4,2,28,Yes,6,1,No
EMP70854,Ibrahim Olawale,Female,29,Married,0,Ogun,HND,Finance,Financial Analyst,Mid,Full-Time,On-site,2021-01-22,3.9," 292,807 ",Exceeds Expectations,4,5,25,Yes,6,5,No
EMP16565,Adaeze Salami,Female,27,Divorced,2,Ogun,M.Sc/MBA,Sales,Regional Sales Manager,Manager,Full-Time,On-site,2021-03-22,3.8," 376,897 ",Meets Expectations,2,4,30,No,7,1,No
EMP23083,Sade Okonkwo,Male,36,Divorced,1,Anambra,B.Sc/B.A,Finance,Accountant,Mid,Contract,Remote,2016-11-09,8.1," 7,666,059 ",Below Expectations,4,4,4,No,4,1,No
EMP32899,Tunde Chukwuemeka,Male,39,Married,2,Oyo,B.Sc/B.A,Operations,Logistics Coordinator,Junior,Part-Time,On-site,2014-03-19,10.8," 1,308,609 ",Meets Expectations,5,3,29,No,1,1,No
EMP15171,Nnamdi Babatunde,Male,33,Married,4,Lagos,B.Sc/B.A,Finance,Financial Analyst,Mid,Intern,Remote,2017-04-26,7.7," 595,823 ",Below Expectations,2,4,28,No,4,1,Yes
EMP48086,Ibrahim Olawale,Female,49,Single,2,Lagos,M.Sc/MBA,Executive,Chief Technology Officer,Mid,Full-Time,On-site,2023-12-27,1," 689,372 ",Meets Expectations,3,4,26,No,4,3,No
EMP57215,Nneka Nwosu,Female,25,Single,3,Lagos,M.Sc/MBA,Finance,Auditor,Mid,Contract,Hybrid,2011-03-04,13.8," 417,644 ",Exceptional,2,4,16,Yes,2,2,Yes
EMP98706,Lawal Hassan,Male,33,Divorced,0,Kano,HND,Finance,Auditor,Mid,Full-Time,Hybrid,2015-03-27,9.8," 1,645,113 ",Meets Expectations,5,1,18,Yes,1,2,No
EMP50988,Funmi Salami,Female,31,Single,0,Kaduna,HND,Operations,Logistics Coordinator,Junior,Full-Time,On-site,2018-10-20,6.2," 626,730 ",Exceeds Expectations,2,5,7,Yes,3,5,No
